Universe,Universe_Group,Opportunity_Type,Opportunity_Eligible,Symbol,Raw_Symbol,Name,Category,ISIN,Include,Source
ETF,ETF,Parking/Debt ETF,No,IVZINNIFTY.NS,IVZINNIFTY,InvescoMF-NiftyETF,Parking/Debt ETF,INF205K01DA9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,JUNIORBEES.NS,JUNIORBEES,NIP IND ETF JUNIOR BEES,Broad Market ETF,INF732E01045,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,LICMFGOLD.NS,LICMFGOLD,LICMF LICGoldETF,Gold ETF,INF397L01554,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LICNETFGSC.NS,LICNETFGSC,LICNAMC-LICNMFET,Parking/Debt ETF,INF767K01MV5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LICNETFN50.NS,LICNETFN50,LICNAMC-LICNFENGP,Broad Market ETF,INF767K01OS7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LICNETFSEN.NS,LICNETFSEN,LICNAMC-LICNFESGP,Broad Market ETF,INF767K01OT5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LICNFNHGP.NS,LICNFNHGP,LICNAMC-LICNFNHGP,Broad Market ETF,INF767K01PC8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LICNMID100.NS,LICNMID100,LICNAMC-LICNMID100,Broad Market ETF,INF767K01RN1,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQGRWBEES.NS,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,Parking/Debt ETF,INF204KC1FU1,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUID.NS,LIQUID,MIRAEAMC-LIQUID,Parking/Debt ETF,INF769K01KS1,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUID1.NS,LIQUID1,KOTAKMAMC-KOTAKLIQ,Parking/Debt ETF,INF174KA1LV5,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDADD.NS,LIQUIDADD,DSPAMC-LIQUIDADD,Parking/Debt ETF,INF740KA1UM0,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDBEES.NS,LIQUIDBEES,NIPINDETFLIQUIDBEES,Parking/Debt ETF,INF732E01037,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDBETF.NS,LIQUIDBETF,BFAM-LIQUIDBETF,Parking/Debt ETF,INF0QA701854,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDCASE.NS,LIQUIDCASE,ZERODHAAMC-LIQUIDCASE,Parking/Debt ETF,INF0R8F01034,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDETF.NS,LIQUIDETF,DSPAMC-LIQUIDETF,Parking/Debt ETF,INF740KA1EU7,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDIETF.NS,LIQUIDIETF,ICICIPRAMC-ICICILIQ,Parking/Debt ETF,INF109KC1KT9,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDPLUS.NS,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,Parking/Debt ETF,INF769K01MY5,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDSBI.NS,LIQUIDSBI,SBIAMC-LIQUIDSBI,Parking/Debt ETF,INF200KA13Z8,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LIQUIDSHRI.NS,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,Parking/Debt ETF,INF680P01422,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LOWVOL.NS,LOWVOL,MIRAEAMC-MANV30F,IT ETF,INF769K01JU9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LOWVOL1.NS,LOWVOL1,KOTAKMAMC-KOTAKLOVOL,Broad Market ETF,INF174KA1IY5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,LOWVOLIETF.NS,LOWVOLIETF,ICICIPruNiftyLowvol30,IT ETF,INF109KC19U5,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LTGILTBEES.NS,LTGILTBEES,NIPINDETFLONGTERMGILT,Parking/Debt ETF,INF204KB1882,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,LTGILTCASE.NS,LTGILTCASE,ZERODHAAMC - LTGILTCASE,Parking/Debt ETF,INF0R8F01133,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MAFANG.NS,MAFANG,MIRAEAMC-MAFANG,International ETF,INF769K01HF4,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MAHKTECH.NS,MAHKTECH,MIRAEAMC-MAHKTECH,International ETF,INF769K01HS7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MAKEINDIA.NS,MAKEINDIA,MIRAEAMC-MAMFGETF,Broad Market ETF,INF769K01IB1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MANUFGBEES.NS,MANUFGBEES,NIPPONAMC - MANUFGBEES,Broad Market ETF,INF204KC1GH6,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MASPTOP50.NS,MASPTOP50,MIRAEAMC-MASPTOP50,International ETF,INF769K01HP3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,METAL.NS,METAL,MIRAEAMC - METAL,Broad Market ETF,INF769K01LY7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,METALIETF.NS,METALIETF,ICICIPRAMC - METALIETF,Broad Market ETF,INF109KC19W1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MID150.NS,MID150,KOTAKMAMC - MID150,Broad Market ETF,INF174KA1VW2,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MID150BEES.NS,MID150BEES,NIPINDETFMIDCAP150,Broad Market ETF,INF204KB1V68,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MID150CASE.NS,MID150CASE,ZERODHAAMC-MID150CASE,Broad Market ETF,INF0R8F01059,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDCAP.NS,MIDCAP,KOTAKMAMC-KOTAKMID50,Broad Market ETF,INF174KA1ZC5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDCAPADD.NS,MIDCAPADD,DSPAMC - MIDCAPADD,Broad Market ETF,INF740KA1WW5,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MIDCAPBETA.NS,MIDCAPBETA,UTIAMC-MIDCAPBETA,International ETF,INF789F1AYX9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDCAPETF.NS,MIDCAPETF,MIRAEAMC-MAM150ETF,Broad Market ETF,INF769K01IC9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDCAPIETF.NS,MIDCAPIETF,ICICIPRAMC-ICICIM150,Broad Market ETF,INF109KC11W8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDQ50ADD.NS,MIDQ50ADD,DSPAMC-DSPQ50ETF,IT ETF,INF740KA1ZF3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDSELIETF.NS,MIDSELIETF,ICICIPruMidcapSelETF,Broad Market ETF,INF109KC10W0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MIDSMALL.NS,MIDSMALL,MIRAEAMC-MIDSMALL,IT ETF,INF769K01LJ8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MNC.NS,MNC,KOTAKMAMC-KOTAKMNC,Broad Market ETF,INF174KA1JF2,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOALPHA50.NS,MOALPHA50,MOTILALAMC - MOALPHA50,Factor ETF,INF247L01FR8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOBANK10.NS,MOBANK10,MOTILALAMC - MOBANK10,Bank/Financial ETF,INF247L01GV8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOCAPITAL.NS,MOCAPITAL,MOTILALAMC - MOCAPITAL,IT ETF,INF247L01EV3,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,MODEFENCE.NS,MODEFENCE,MOTILALAMC - MODEFENCE,Parking/Debt ETF,INF247L01DJ0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOENERGY.NS,MOENERGY,MOTILALAMC - MOENERGY,Broad Market ETF,INF247L01GH7,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,MOGOLD.NS,MOGOLD,MOTILALAMC - MOGOLD,Gold ETF,INF247L01FY4,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,MOGSEC.NS,MOGSEC,MOTILALAMC-G5,Parking/Debt ETF,INF247L01AK4,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MOHEALTH.NS,MOHEALTH,MOTILALAMC-MOHEALTH,International ETF,INF247L01BB1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOINFRA.NS,MOINFRA,MOTILALAMC - MOINFRA,ETF,INF247L01FL1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOIPO.NS,MOIPO,MOTILALAMC - MOIPO,ETF,INF247L01GI5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOLOWVOL.NS,MOLOWVOL,MOTILALAMC-MOLOWVOL,Broad Market ETF,INF247L01BL0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOM100.NS,MOM100,MotilalOsMidcap100ETF,Broad Market ETF,INF247L01023,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOM30IETF.NS,MOM30IETF,ICICIPRAMC-ICICIMOM30,Factor ETF,INF109KC17C7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOM50.NS,MOM50,MotilalOswalM50ETF,Broad Market ETF,INF247L01536,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMENTUM.NS,MOMENTUM,BIRLASLAMC-MOMENTUM,IT ETF,INF209KB14K7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMENTUM30.NS,MOMENTUM30,KOTAKMAMC - MOMENTUM30,Factor ETF,INF174KA1XS6,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,MOMENTUM50.NS,MOMENTUM50,MOTILALAMC - MOMENTUM50,Parking/Debt ETF,INF247L01DK8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMGF.NS,MOMGF,MOTILALAMC - MOMGF,Broad Market ETF,INF247L01FK3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMIDMTM.NS,MOMIDMTM,MOTILALAMC - MOMIDMTM,Factor ETF,INF247L01FQ0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMNC.NS,MOMNC,MOTILALAMC - MOMNC,Broad Market ETF,INF247L01GK1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOMOMENTUM.NS,MOMOMENTUM,MOTILALAMC-MOMOMENTUM,Factor ETF,INF247L01BK2,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MON100.NS,MON100,MotilalOsNASDAQ100ETF,International ETF,INF247L01AP3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MON50EQUAL.NS,MON50EQUAL,MOTILALAMC - MON50EQUAL,Broad Market ETF,INF247L01FC0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MONEXT50.NS,MONEXT50,MOTILALAMC - MONEXT50,Broad Market ETF,INF247L01FD8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MONIFTY100.NS,MONIFTY100,MOTILALAMC - MONIFTY100,Broad Market ETF,INF247L01GG9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MONIFTY500.NS,MONIFTY500,MOTILALAMC-MONIFTY500,Broad Market ETF,INF247L01BU1,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MONQ50.NS,MONQ50,MOTILALAMC-MONQ50,International ETF,INF247L01AU3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOPSE.NS,MOPSE,MOTILALAMC - MOPSE,Broad Market ETF,INF247L01FO5,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MOQUALITY.NS,MOQUALITY,MOTILALAMC-MOQUALITY,International ETF,INF247L01BH8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOREALTY.NS,MOREALTY,MOTILALAMC-MOREALTY,Broad Market ETF,INF247L01CI4,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOSERVICE.NS,MOSERVICE,MOTILALAMC - MOSERVICE,Broad Market ETF,INF247L01GJ3,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,MOSILVER.NS,MOSILVER,MOTILALAMC - MOSILVER,Silver ETF,INF247L01FZ1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOSMALL250.NS,MOSMALL250,MOTILALAMC-MOSMALL250,Broad Market ETF,INF247L01CH6,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MOTOUR.NS,MOTOUR,MOTILALAMC - MOTOUR,Broad Market ETF,INF247L01FP2,Yes,NSE ETF
ETF,ETF,International ETF,Yes,MOVALUE.NS,MOVALUE,MOTILALAMC-MOVALUE,International ETF,INF247L01BE5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MSCI360.NS,MSCI360,360ONEAMC - MSCI360,ETF,INF579M01BP5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MSCIADD.NS,MSCIADD,DSPAMC - MSCIADD,ETF,INF740KA1WV7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MSCIINDIA.NS,MSCIINDIA,KOTAKMAMC - MSCIINDIA,ETF,INF174KA1VD2,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,MULTICAP.NS,MULTICAP,MIRAEAMC - MULTICAP,Broad Market ETF,INF769K01LX9,Yes,NSE ETF
ETF,ETF,International ETF,Yes,NETF.NS,NETF,TATAAML-NETF,International ETF,INF277K015R5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT30ADD.NS,NEXT30ADD,DSPAMC - NEXT30ADD,Broad Market ETF,INF740KA1VE5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT50.NS,NEXT50,MIRAEAMC-MANXT50,Broad Market ETF,INF769K01FN2,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT50ADD.NS,NEXT50ADD,DSPAMC - NEXT50ADD,Broad Market ETF,INF740KA1XU7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT50BETA.NS,NEXT50BETA,UTIAMC -NEXT50BETA,Broad Market ETF,INF789F1AUW9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT50ETF.NS,NEXT50ETF,KOTAKMAMC - NEXT50ETF,Broad Market ETF,INF174KA1YO3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NEXT50IETF.NS,NEXT50IETF,ICICIPRAMC-ICICINXT50,Broad Market ETF,INF109KC1NS5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIF100BEES.NS,NIF100BEES,NIPINDETFNIFTY100,Broad Market ETF,INF204K014N5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIF100IETF.NS,NIF100IETF,ICICIPruNifty100ETF,Broad Market ETF,INF109KC16V9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTY1.NS,NIFTY1,KotakNiftyETF,Broad Market ETF,INF174K014P6,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTY100EW.NS,NIFTY100EW,KOTAKMAMC - NIFTY100EW,Broad Market ETF,INF174KA1UW4,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYADD.NS,NIFTYADD,DSPAMC - DSPNIFTY,Broad Market ETF,INF740KA1CL0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYAXIS.NS,NIFTYAXIS,AXISAMC-NIFTYAXIS,Broad Market ETF,INF846K01W98,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYBEES.NS,NIFTYBEES,NIPINDETFNIFTYBEES,Broad Market ETF,INF204KB14I2,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYBETA.NS,NIFTYBETA,UTIAMC-NIFTYBETA,Broad Market ETF,INF789F1AZC0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYBETF.NS,NIFTYBETF,BFAM-NIFTYBETF,Broad Market ETF,INF0QA701722,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYCASE.NS,NIFTYCASE,ZERODHAAMC - NIFTYCASE,Broad Market ETF,INF0R8F01166,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYETF.NS,NIFTYETF,MIRAEAMC-MAN50ETF,Broad Market ETF,INF769K01EG9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYIETF.NS,NIFTYIETF,ICICIPruNiftyETF,Broad Market ETF,INF109K012R6,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NIFTYQLITY.NS,NIFTYQLITY,BIRLASLAMC-NIFTYQLITY,IT ETF,INF209KB15K4,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NPBET.NS,NPBET,TATAAML-NPBET,Bank/Financial ETF,INF277K010X4,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NV20.NS,NV20,KOTAKMAMC-KTKNV20ETF,Factor ETF,INF174KA1ZE1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NV20BEES.NS,NV20BEES,NIPINDETFETFNV20,Factor ETF,INF204KB18I3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,NV20IETF.NS,NV20IETF,ICICIPruNV20ETF,Factor ETF,INF109KC11V0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,OILIETF.NS,OILIETF,ICICIPRAMC - OILIETF,Broad Market ETF,INF109KC18W3,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PHARMABEES.NS,PHARMABEES,NIPPONAMC-NETFPHARMA,Pharma/Healthcare ETF,INF204KC1089,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PSUBANK.NS,PSUBANK,KotakMahindraMutualFun,Bank/Financial ETF,INF373I01023,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PSUBANKADD.NS,PSUBANKADD,DSPAMC-DSPPSBKETF,Bank/Financial ETF,INF740KA1SY9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PSUBNKBEES.NS,PSUBNKBEES,NIPINDETFPSUBANKBEES,Bank/Financial ETF,INF204KB16I7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PSUBNKIETF.NS,PSUBNKIETF,ICICIPRAMC-PSUBANKICI,Bank/Financial ETF,INF109KC10S8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PVTBANIETF.NS,PVTBANIETF,ICICIPRAMC-ICICIBANKP,Bank/Financial ETF,INF109KC18U7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PVTBANKADD.NS,PVTBANKADD,DSPAMC-DSPPVBKETF,Bank/Financial ETF,INF740KA1TA7,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,PVTBKGROWW.NS,PVTBKGROWW,GROWWAMC - PVTBKGROWW,Bank/Financial ETF,INF666M01OT5,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,QGOLDHALF.NS,QGOLDHALF,QuantumGoldFund-Exchan,Gold ETF,INF082J01408,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,QNIFTY.NS,QNIFTY,QuantumNiftyETF,Broad Market ETF,INF082J01499,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,QUAL30IETF.NS,QUAL30IETF,ICICIPRAMC-ICICIQTY30,IT ETF,INF109KC18V5,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,QUALITY30.NS,QUALITY30,KOTAKMAMC - QUALITY30,IT ETF,INF174KA1WT6,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIBPB.NS,SBIBPB,SBIAMC - SBIBPB,Bank/Financial ETF,INF200KB1712,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIETFCON.NS,SBIETFCON,SBIAMC-SBIETFCON,Consumption/FMCG ETF,INF200KA1X17,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIETFIT.NS,SBIETFIT,SBIAMC-SBIETFIT,IT ETF,INF200KA1S14,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIETFPB.NS,SBIETFPB,SBIAMC-SBIETFPB,Bank/Financial ETF,INF200KA1S22,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIETFQLTY.NS,SBIETFQLTY,SBIAMC-SBIETFQLTY,IT ETF,INF200KA1WX6,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,SBILIQETF.NS,SBILIQETF,SBIAMC - SBILIQETF,Parking/Debt ETF,INF200KB1969,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIMIDMOM.NS,SBIMIDMOM,SBIAMC - SBIMIDMOM,Factor ETF,INF200KB1AJ0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBINEQWETF.NS,SBINEQWETF,SBIAMC - SBINEQWETF,Broad Market ETF,INF200KB1282,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBINMID150.NS,SBINMID150,SBIAMC - SBINMID150,Broad Market ETF,INF200KB1AK8,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SBISILVER.NS,SBISILVER,SBIAMC - SBISILVER,Silver ETF,INF200KB1217,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBISMLETF.NS,SBISMLETF,SBIAMC - SBISMLETF,Broad Market ETF,INF200KB1AY9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SBIVALETF.NS,SBIVALETF,SBIAMC - SBIVALETF,Factor ETF,INF200KB1AX1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SELECTIPO.NS,SELECTIPO,MIRAEAMC - SELECTIPO,ETF,INF769K01ON4,Yes,NSE ETF
ETF,ETF,International ETF,Yes,SENSEXADD.NS,SENSEXADD,DSPAMC-DSPSENXETF,International ETF,INF740KA1SZ6,Yes,NSE ETF
ETF,ETF,International ETF,Yes,SENSEXAXIS.NS,SENSEXAXIS,AXISAMC-SENSEXAXIS,International ETF,INF846K010Q0,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SENSEXBETA.NS,SENSEXBETA,UTIAMC-SENSEXBETA,Broad Market ETF,INF789FB1X58,Yes,NSE ETF
ETF,ETF,International ETF,Yes,SENSEXETF.NS,SENSEXETF,MIRAEAMC-SENSEXETF,International ETF,INF769K01KT9,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SENSEXIETF.NS,SENSEXIETF,ICICIPruSensexETF,Broad Market ETF,INF346A01034,Yes,NSE ETF
ETF,ETF,Parking/Debt ETF,No,SETF10GILT.NS,SETF10GILT,SBIAMC-SETF10GILT,Parking/Debt ETF,INF200KA1JT1,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SETFGOLD.NS,SETFGOLD,SBI-ETFGold,Gold ETF,INF200KA16D8,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SETFNIF50.NS,SETFNIF50,SBI-ETFNifty50,Broad Market ETF,INF200KA1FS1,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SETFNIFBK.NS,SETFNIFBK,SBI-ETFNiftyBank,Bank/Financial ETF,INF200KA1580,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SETFNN50.NS,SETFNN50,SBI-ETFNiftyNext50,Bank/Financial ETF,INF200KA1598,Yes,NSE ETF
ETF,ETF,Equity ETF,Yes,SHARIABEES.NS,SHARIABEES,NIPINDETFSHARIAHBEES,ETF,INF732E01128,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVER.NS,SILVER,BIRLASLAMC-SILVER,Silver ETF,INF209KB19F6,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVER1.NS,SILVER1,KOTAKMAMC-KOTAKSILVE,Silver ETF,INF174KA1ZD3,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVER360.NS,SILVER360,360ONEAMC - SILVER360,Silver ETF,INF579M01BC3,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVERADD.NS,SILVERADD,DSPAMC-DSPSILVETF,Silver ETF,INF740KA1RE3,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVERAG.NS,SILVERAG,MIRAEAMC-MASILVER,Silver ETF,INF769K01KG6,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVERAXIS.NS,SILVERAXIS,AXISAMC-SILVERAXIS,Silver ETF,INF846K011K1,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVERBEES.NS,SILVERBEES,NIPPONAMC-SILVERBEES,Silver ETF,INF204KC1402,Yes,NSE ETF
ETF,ETF,Commodity ETF,Yes,SILVERBETA.NS,SILVERBETA,UTIAMC-SILVERBETA,Silver ETF,INF789F1AYK6,Yes,NSE ETF
